"tiend_d","plaz_cv","nvlscc_","entrn_d","mts2vn_","prtsrf_","cjnsst_","sgmnt__","ld_bcc_","dataset","met_vnt","prcntj_","vnt_prm","dst_crc","nm_scls","nm_brrt","num_spr","nm_frmc","num_fcn","nm_stbl","nm_gsln","num_cmp","cvegeo","cve_ent","cve_mun","cve_agb","ambito","nom_ent","nom_mun","p6a11_n","p12a14n","p18ym_p","grapros","pocupad","pea","pder_ss","pobtot","p_18yms","p_18a24","p_60yms","pob0_14","pb15_64","pb65_ms","tothog","pobhog","vivtot","tvivhab","tvivpar","vvpr_hb","prom_cp","vph_ntr","lq_oxxo","lq_sevn","lq_brrt"
182,1,"BC","Hogar",111.9,13,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1535507.80095238,127.915315639728,5,14,0,1,0,146,0,0,"1902600011391","19","26","1391","Urbana","Nuevo León","Guadalupe",9,12,1103,9.52,1663,1696,3121,3747,2878,380,1036,711,2283,753,1095,3747,1190,1095,1184,1089,3.42,740,0.461166945840313,0,1.15195258019526
223,1,"BC","Hogar",128.96,12,9,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,100,1347746.96619048,110.943202064124,3,6,0,3,0,197,1,0,"1902600012506","19","26","2506","Urbana","Nuevo León","Guadalupe",13,6,732,10.49,846,856,1588,1875,1494,202,448,302,1255,318,531,1875,556,531,540,515,3.53,397,0.988214883943527,0,1.0579156348732
828,1,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,54.5,481181.35,303.660134038944,8,23,0,2,0,214,0,0,"1902600010603","19","26","0603","Urbana","Nuevo León","Guadalupe",4,6,599,9.74,805,818,1268,1632,1293,178,346,274,1099,259,446,1632,525,446,520,441,3.66,311,0.288229341150195,0,1.18280845287906
832,1,"C","Hogar",66.04,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,45.5,451285.709090909,110.943202064124,4,6,0,3,0,213,1,1,"1902600011531","19","26","1531","Urbana","Nuevo León","Guadalupe",19,13,1712,11.51,1690,1712,3048,3594,2858,397,816,611,2396,587,1082,3594,1175,1082,1133,1040,3.32,854,1.68263615374168,1.79300987734723,0.83394250496761
245,1,"D","Hogar",116,10,8,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,879354.341904762,296.995221383905,1,9,0,1,0,117,1,0,"1900600011492","19","6","1492","Urbana","Nuevo León","Apodaca",7,4,839,11.75,862,880,1461,1725,1202,248,78,398,1288,39,480,1725,579,480,576,477,3.59,418,1.1733682983683,0.819606512890095,0.97864746638203
188,1,"BC","Receso",95.3,13,7,"Parada Técnica","UT_GAS_URBANA","TRAIN",516000,95.2,770365.384761905,445.53440730157,1,2,0,0,0,35,1,0,"1902600010321","19","26","0321","Urbana","Nuevo León","Guadalupe",14,10,2868,11.86,2332,2390,4247,5159,4283,524,1483,704,3253,1200,1635,5159,1859,1635,1799,1575,3.16,1338,2.82988807674737,3.01551661190215,0.56101586697821
191,1,"CD","Receso",131.5,11,8.91304347826087,"Clásico","UT_GAS_URBANA","TRAIN",516000,38.1,454438.053809524,331.164331341862,5,6,1,0,1,245,1,0,"1902600010196","19","26","0196","Urbana","Nuevo León","Guadalupe",7,6,1077,13.48,685,693,1354,1557,1319,145,485,191,978,388,526,1557,594,526,543,475,2.96,472,1.62764804414228,0,0.943826693857459
191,1,"CD","Receso",131.5,11,8.91304347826087,"Clásico","UT_GAS_URBANA","TRAIN",516000,38.1,454438.053809524,331.164331341862,5,6,1,0,1,245,1,0,"1902600010196","19","26","0196","Urbana","Nuevo León","Guadalupe",7,6,1077,13.48,685,693,1354,1557,1319,145,485,191,978,388,526,1557,594,526,543,475,2.96,472,5.96041666666667,0,0.556398288603656
847,1,"C","Hogar",100.4,13,9.00887573964497,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,0,250339.039090909,499.337699252516,0,5,0,0,0,14,0,0,"1900600012734","19","6","2734","Urbana","Nuevo León","Apodaca",6,0,572,14.61,484,487,856,961,613,54,24,303,645,13,290,961,316,290,297,271,3.31,276,1.07558760683761,0,1.05540413041199
193,1,"CD","Hogar",95.54,10,9,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,971142.138571429,550.961650948611,11,21,2,1,0,222,0,0,"190060001226A","19","6","226A","Urbana","Nuevo León","Apodaca",12,6,2386,11.83,2510,2568,3811,4528,3420,757,328,867,3495,166,1283,4528,1530,1283,1527,1280,3.53,1095,0.782245532245532,0.54640434192673,1.07459329641948
212,1,"CD","Base",134.24,12,10,"Parada Técnica","UT_CARRETERA_GAS","TRAIN",480000,100,1731331.8152381,347.232410398623,0,10,0,0,0,43,0,0,"1902600011067","19","26","1067","Urbana","Nuevo León","Guadalupe",21,21,1290,9.44,2047,2082,3256,4252,3184,551,451,877,3114,257,1249,4252,1389,1249,1252,1112,3.4,915,0.628864017054972,0,1.12203173395642
211,1,"C","Hogar",127.62,12,11,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1260740.01380952,234.237240076642,5,6,1,1,0,97,2,0,"190060001144A","19","6","144A","Urbana","Nuevo León","Apodaca",24,15,2719,11.5,3133,3194,5403,6239,4237,762,321,1648,4399,192,1716,6239,2008,1716,1995,1703,3.64,1507,2.32326923076923,0,0.810550372156411
199,1,"CD","Base",113,11,11,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,85.7,656658.954285714,505.452450489668,7,12,1,2,1,261,1,1,"1902600011832","19","26","1832","Urbana","Nuevo León","Guadalupe",12,11,1639,11.08,2006,2042,3229,3764,2795,491,386,780,2786,198,1077,3764,1193,1077,1178,1062,3.49,861,0.494107441971763,1.57955632052018,1.0579156348732
199,1,"CD","Base",113,11,11,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,85.7,656658.954285714,505.452450489668,7,12,1,2,1,261,1,1,"1902600011832","19","26","1832","Urbana","Nuevo León","Guadalupe",12,11,1639,11.08,2006,2042,3229,3764,2795,491,386,780,2786,198,1077,3764,1193,1077,1178,1062,3.49,861,0.662268518518519,0,1.05097454514024
873,1,"C","Receso",58.12,11.7731092436975,8.63934426229508,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN",516000,0,183363.58,359.184482594846,0,1,0,0,0,6,1,0,"1902600012900","19","26","2900","Urbana","Nuevo León","Guadalupe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53400335008375,0,0.246846981470412
254,1,"C","Hogar",113,12,7,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,95.2,952636.946666667,185.488972452013,6,10,0,3,0,189,1,1,"1902600011531","19","26","1531","Urbana","Nuevo León","Guadalupe",19,13,1712,11.51,1690,1712,3048,3594,2858,397,816,611,2396,587,1082,3594,1175,1082,1133,1040,3.32,854,1.68263615374168,1.79300987734723,0.83394250496761
735,1,"C","Hogar",83.57,12,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1263278.9647619,774.637510597263,6,15,0,0,0,119,0,0,"1900600010348","19","6","0348","Urbana","Nuevo León","Apodaca",22,12,3797,11.75,4161,4229,6811,7877,5612,947,609,1916,5537,424,2247,7877,2494,2247,2390,2143,3.51,1944,1.12235228539576,0.783971447112265,0.991162139865176
746,1,"C","Hogar",104.1,15,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,659437.328095238,896.463405668351,2,9,0,1,0,85,0,1,"1902600011955","19","26","1955","Urbana","Nuevo León","Guadalupe",14,15,1464,11.07,1657,1686,2831,3582,2458,450,216,926,2516,138,966,3582,1140,966,1077,903,3.71,783,0.628864017054972,2.01034440793477,1.00982856056078
746,1,"C","Hogar",104.1,15,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,659437.328095238,896.463405668351,2,9,0,1,0,85,0,1,"1902600011955","19","26","1955","Urbana","Nuevo León","Guadalupe",14,15,1464,11.07,1657,1686,2831,3582,2458,450,216,926,2516,138,966,3582,1140,966,1077,903,3.71,783,0.851488095238095,0,1.03331110740679
141,1,"BC","Hogar",98.5,11,6,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,1224569.77857143,446.67647982121,7,3,1,0,0,191,0,1,"1902600010478","19","26","0478","Urbana","Nuevo León","Guadalupe",7,6,1829,11.95,1754,1795,2742,3451,2755,387,686,578,2402,471,1050,3451,1204,1050,1171,1017,3.29,870,1.38350083752094,4.42275769745649,0.740540944411237
259,1,"C","Base",99.08,10,7.28571428571429,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN",480000,90.5,627209.910952381,18.3649261567712,15,4,0,3,0,315,1,1,"190260001029A","19","26","029A","Urbana","Nuevo León","Guadalupe",16,9,1017,12.21,866,873,1494,1809,1513,213,461,250,1222,335,630,1801,750,632,704,586,2.86,474,2.69951382930915,1.6180820844353,0.662272389310863
753,1,"C","Hogar",103.64,14,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,725700.751428571,249.443720130574,1,23,0,0,0,141,0,0,"1902600010035","19","26","0035","Urbana","Nuevo León","Guadalupe",13,9,365,8.89,751,767,1199,1597,1205,205,285,329,1058,210,427,1597,517,427,504,414,3.74,267,0.288229341150195,0,1.18280845287906
753,1,"C","Hogar",103.64,14,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,725700.751428571,249.443720130574,1,23,0,0,0,141,0,0,"1902600010035","19","26","0035","Urbana","Nuevo León","Guadalupe",13,9,365,8.89,751,767,1199,1597,1205,205,285,329,1058,210,427,1597,517,427,504,414,3.74,267,11.9208333333333,0,0
754,1,"C","Hogar",119.75,15,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,765839.700952381,188.022235518024,4,9,0,1,0,86,0,1,"190260001246A","19","26","246A","Urbana","Nuevo León","Guadalupe",9,11,2015,11.16,2400,2457,3747,4546,3398,683,308,936,3474,136,1256,4546,1354,1256,1315,1217,3.62,1029,0.628864017054972,2.01034440793477,1.00982856056078
145,1,"BC","Hogar",112.5,13,6,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1041933.78857143,284.059086282524,2,7,1,1,0,164,0,0,"190260001157A","19","26","157A","Urbana","Nuevo León","Guadalupe",6,6,867,10.32,1044,1062,1594,2161,1727,260,444,359,1509,293,594,2084,671,596,666,591,3.51,404,0.864688023450586,0,1.07995554393305
145,1,"BC","Hogar",112.5,13,6,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1041933.78857143,284.059086282524,2,7,1,1,0,164,0,0,"190260001157A","19","26","157A","Urbana","Nuevo León","Guadalupe",6,6,867,10.32,1044,1062,1594,2161,1727,260,444,359,1509,293,594,2084,671,596,666,591,3.51,404,0.496701388888889,0,1.06643005315701
765,1,"C","Hogar",94.42,13,7.28571428571429,"Oficinistas","UT_DENSIDAD","TRAIN",490000,100,1619241.30333333,621.994420669599,3,1,2,0,0,90,0,0,"190260001132A","19","26","132A","Urbana","Nuevo León","Guadalupe",4,6,2055,14.62,1538,1567,2338,2713,2269,299,488,361,2094,258,977,2713,1232,977,1152,897,2.78,920,5.53400335008375,0,0.246846981470412
765,1,"C","Hogar",94.42,13,7.28571428571429,"Oficinistas","UT_DENSIDAD","TRAIN",490000,100,1619241.30333333,621.994420669599,3,1,2,0,0,90,0,0,"190260001132A","19","26","132A","Urbana","Nuevo León","Guadalupe",4,6,2055,14.62,1538,1567,2338,2713,2269,299,488,361,2094,258,977,2713,1232,977,1152,897,2.78,920,0.91698717948718,0,1.02719684049906
766,1,"C","Base",118.52,15,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,100,986274.002380952,127.299872744668,0,0,0,0,0,17,0,0,"190060174016A","19","6","016A","Urbana","Nuevo León","Apodaca",0,0,62,13.39,64,64,101,105,70,8,78,31,74,0,33,105,222,33,218,29,3.18,20,0.866666666666667,0,1.04
766,1,"C","Base",118.52,15,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,100,986274.002380952,127.299872744668,0,0,0,0,0,17,0,0,"190060174016A","19","6","016A","Urbana","Nuevo León","Apodaca",0,0,62,13.39,64,64,101,105,70,8,78,31,74,0,33,105,222,33,218,29,3.18,20,6.45352564102564,0,0
395,1,"C","Hogar",79.55,10,4,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1161940.04047619,417.146675685938,3,9,1,0,0,129,0,0,"1902600010317","19","26","0317","Urbana","Nuevo León","Guadalupe",13,7,1545,10.15,2001,2030,3120,4084,3212,463,902,704,2692,688,1173,4082,1327,1173,1256,1102,3.48,830,0.922333891680625,1.47425256581883,0.98738792588165
395,1,"C","Hogar",79.55,10,4,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1161940.04047619,417.146675685938,3,9,1,0,0,129,0,0,"1902600010317","19","26","0317","Urbana","Nuevo León","Guadalupe",13,7,1545,10.15,2001,2030,3120,4084,3212,463,902,704,2692,688,1173,4082,1327,1173,1256,1102,3.48,830,0.56765873015873,0,1.05980626400696
253,1,"C","Hogar",117,12,11,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,878176.304285714,333.961673053491,0,17,0,0,0,225,0,0,"1900600010780","19","6","0780","Urbana","Nuevo León","Apodaca",13,6,1155,9.82,1948,1996,3024,3755,2738,535,382,843,2717,195,990,3755,1088,990,1070,972,3.79,766,0.854143099547511,0,1.0988619475466
769,1,"C","Base",108.8,15,7.28571428571429,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN",480000,95.2,993960.428095238,1030.93404848315,0,0,0,0,0,25,2,2,"1902600011264","19","26","1264","Urbana","Nuevo León","Guadalupe",7,3,365,8.87,926,953,1411,1708,1270,229,158,358,1261,89,475,1708,532,475,525,468,3.6,326,2.30583472920156,14.7425256581883,0
152,1,"BC","Hogar",102.1,13,8,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1057375.76380952,331.816238572896,4,6,0,0,0,142,0,1,"1902600010567","19","26","0567","Urbana","Nuevo León","Guadalupe",23,6,1469,10.67,1486,1541,2742,3469,2723,414,807,589,2299,581,962,3469,1042,962,1018,938,3.61,680,1.45631667107467,1.16388360459381,0.909436247522572
783,1,"C","Hogar",114.47,14,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,806711.535714286,710.20360747332,0,0,0,0,0,6,0,1,"1902600012883","19","26","2883","Urbana","Nuevo León","Guadalupe",4,0,1711,14.47,1562,1572,2439,2693,1898,178,65,719,1939,35,905,2693,1369,905,1333,869,2.98,840,4.7890413606494,1.70106065286788,0.284823440158168
789,1,"C","Hogar",100.7,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,761465.882380952,788.362984146502,0,3,0,0,0,29,0,1,"1900600010348","19","6","0348","Urbana","Nuevo León","Apodaca",22,12,3797,11.75,4161,4229,6811,7877,5612,947,609,1916,5537,424,2247,7877,2494,2247,2390,2143,3.51,1944,1.12235228539576,0.783971447112265,0.991162139865176
248,1,"CD","Base",100.28,13,7,"Oficinistas","UT_GAS_URBANA","TRAIN",480000,95.2,852313.085714286,806.359353406589,2,1,1,0,0,73,1,0,"1902600010143","19","26","0143","Urbana","Nuevo León","Guadalupe",6,11,748,10.89,1362,1373,1538,2245,1447,272,113,683,1484,78,595,2245,689,595,688,594,3.77,331,4.61166945840313,3.68563141454708,0.20570581789201
248,1,"CD","Base",100.28,13,7,"Oficinistas","UT_GAS_URBANA","TRAIN",480000,95.2,852313.085714286,806.359353406589,2,1,1,0,0,73,1,0,"1902600010143","19","26","0143","Urbana","Nuevo León","Guadalupe",6,11,748,10.89,1362,1373,1538,2245,1447,272,113,683,1484,78,595,2245,689,595,688,594,3.77,331,3.66794871794872,0,0.770397630374293
156,1,"BC","Hogar",115,11,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1150550.61714286,495.665252494701,0,7,0,0,0,108,0,0,"1902600010590","19","26","0590","Urbana","Nuevo León","Guadalupe",7,16,1151,9.38,1689,1722,2921,3794,2870,405,817,746,2501,547,1013,3784,1106,1014,1098,1006,3.74,672,0.95413850863513,0,1.06399560978626
247,1,"D","Hogar",104.6,13,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,944772.310952381,499.900126075071,3,12,0,1,0,178,0,1,"1902600010228","19","26","0228","Urbana","Nuevo León","Guadalupe",13,17,544,9.65,789,811,1227,1619,1232,190,316,330,1056,233,460,1608,559,461,548,450,3.5,299,0.494107441971763,1.57955632052018,1.0579156348732
474,1,"C","Hogar",115.79,13,11,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,749780.098571429,758.090583096149,5,5,0,0,0,32,0,0,"1900600782132","19","6","2132","Urbana","Nuevo León","Apodaca",6,5,249,10.09,372,377,744,917,543,87,16,319,591,7,245,917,296,245,285,234,3.74,161,1.07558760683761,0,1.05540413041199
453,1,"C","Base",107.02,13,8,"Hogar Reunión","UT_GAS_URBANA","TRAIN",480000,95.2,887672.238571429,392.832940147227,4,0,0,0,0,48,1,0,"1900600011454","19","6","1454","Urbana","Nuevo León","Apodaca",0,0,316,10.23,390,398,753,894,627,90,128,212,587,95,254,881,339,255,326,242,3.47,187,6.45352564102564,0,0
455,1,"C","Hogar",119.51,13,7,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,38.1,476428.439047619,326.105381737032,5,7,1,0,0,149,1,1,"190060001226A","19","6","226A","Urbana","Nuevo León","Apodaca",12,6,2386,11.83,2510,2568,3811,4528,3420,757,328,867,3495,166,1283,4528,1530,1283,1527,1280,3.53,1095,0.782245532245532,0.54640434192673,1.07459329641948
366,1,"C","Hogar",100,10,7,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,90.5,876869.92952381,390.780389107816,5,4,1,0,1,174,4,2,"1902600011512","19","26","1512","Urbana","Nuevo León","Guadalupe",4,0,877,12.88,633,659,1226,1411,1156,116,448,203,894,314,436,1411,465,436,407,378,3.24,375,0.988214883943527,6.3182252820807,0.705277089915464
365,1,"C","Base",97.54,13,5,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN",480000,100,1287667.0552381,386.727938555112,4,10,0,0,0,116,2,2,"1902600012239","19","26","2239","Urbana","Nuevo León","Guadalupe",8,4,912,9.69,1302,1328,2131,2664,2031,317,487,524,1787,353,735,2649,819,736,769,686,3.6,495,1.15291736460078,1.84281570727354,0.925676180514047
456,1,"C","Hogar",127.9,13,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1018558.87571429,189.516256778584,4,3,0,1,0,77,0,0,"190060001030A","19","6","030A","Urbana","Nuevo León","Apodaca",10,10,1432,10.56,2069,2097,3497,4134,2738,573,170,1137,2890,106,1112,4134,1305,1112,1288,1095,3.72,884,0.866666666666667,0,1.04
456,1,"C","Hogar",127.9,13,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1018558.87571429,189.516256778584,4,3,0,1,0,77,0,0,"190060001030A","19","6","030A","Urbana","Nuevo León","Apodaca",10,10,1432,10.56,2069,2097,3497,4134,2738,573,170,1137,2890,106,1112,4134,1305,1112,1288,1095,3.72,884,1.65947802197802,0,0.940817396252977
457,1,"C","Hogar",81.3,10,7,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,802586.665714286,610.531944817061,8,11,1,1,0,113,0,0,"1900600011844","19","6","1844","Urbana","Nuevo León","Apodaca",7,10,734,11.09,852,873,1697,1922,1193,216,57,596,1296,30,489,1922,549,489,543,483,3.93,424,0.537793803418803,0,1.16094454345319
458,1,"C","Hogar",101.46,13,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,85.7,767107.105714286,758.726414217273,2,7,0,0,0,124,0,1,"1902600011300","19","26","1300","Urbana","Nuevo León","Guadalupe",10,8,1336,10.7,1280,1312,2332,2915,2379,296,792,421,1887,606,909,2915,1019,909,993,883,3.21,687,0.768611576400521,2.45708760969805,0.959960483496048
458,1,"C","Hogar",101.46,13,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,85.7,767107.105714286,758.726414217273,2,7,0,0,0,124,0,1,"1902600011300","19","26","1300","Urbana","Nuevo León","Guadalupe",10,8,1336,10.7,1280,1312,2332,2915,2379,296,792,421,1887,606,909,2915,1019,909,993,883,3.21,687,0.662268518518519,3.17888888888889,0.989152513073166
361,1,"C","Hogar",93,12,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,918118.841428571,108.447140834192,1,5,0,1,0,64,1,3,"1900600012128","19","6","2128","Urbana","Nuevo León","Apodaca",5,4,831,12.25,833,863,1439,1714,1135,220,66,488,1195,31,470,1714,571,470,548,447,3.65,440,0.717058404558405,6.01044776119403,0.703602753607995
464,1,"C","Hogar",138.92,13,6,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,544095.18,375.56212012256,3,6,0,0,0,148,0,0,"1902600010088","19","26","0088","Urbana","Nuevo León","Guadalupe",7,5,1448,11.72,1313,1321,2300,2870,2302,301,722,438,1870,552,813,2870,933,813,906,786,3.53,642,0.988214883943527,0,1.0579156348732
358,1,"C","Base",93,10,11,"Hogar Reunión","UT_GAS_URBANA","TRAIN",480000,90.5,732835.48952381,573.948700527278,6,18,1,1,0,128,1,0,"190260001278A","19","26","278A","Urbana","Nuevo León","Guadalupe",5,6,1801,12.61,1719,1752,3107,3558,2250,302,98,1141,2371,46,1026,3558,1215,1026,1163,974,3.47,912,0.364079167768668,0,1.16927517538616
447,1,"C","Hogar",83.9,13,5,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,71.4,597768.308095238,413.791000972097,2,9,1,0,0,110,1,1,"1900600011524","19","6","1524","Urbana","Nuevo León","Apodaca",28,13,1051,9.09,1750,1781,2847,3658,2791,427,744,704,2405,549,1006,3658,1166,1006,1147,987,3.64,658,0.586684149184149,1.63921302578019,1.0362149644045
356,1,"C","Hogar",77,10,8,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,100,1272193.31,475.80915927558,5,5,0,0,0,68,0,0,"1902600011527","19","26","1527","Urbana","Nuevo León","Guadalupe",6,6,1548,13.77,968,987,1838,2114,1814,172,718,258,1389,467,697,2114,729,697,707,675,3.03,643,1.45631667107467,2.32776720918763,0.844476515556674
355,1,"C","Hogar",90,10,6,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,95.2,1179754.54,522.419767266019,1,3,0,0,0,31,0,1,"1902600010548","19","26","0548","Urbana","Nuevo León","Guadalupe",6,6,2496,12.51,1934,1964,3440,4149,3467,414,1177,529,2816,804,1217,4064,1351,1218,1287,1154,3.34,1055,3.07444630560208,2.45708760969805,0.548548847712028
484,1,"C","Hogar",115.75,13,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1594541.86904762,758.090583096149,1,12,0,0,0,133,0,0,"1900600781967","19","6","1967","Urbana","Nuevo León","Apodaca",6,3,293,9.53,610,618,927,1267,834,230,45,329,920,18,292,1267,340,292,335,287,4.34,214,0.496425049309665,0,1.16906303676405
493,1,"C","Base",119.41,13,9,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,100,1462209.4,497.851812689278,2,15,2,0,0,284,0,2,"1902600010317","19","26","0317","Urbana","Nuevo León","Guadalupe",13,7,1545,10.15,2001,2030,3120,4084,3212,463,902,704,2692,688,1173,4082,1327,1173,1256,1102,3.48,830,0.922333891680625,1.47425256581883,0.98738792588165
493,1,"C","Base",119.41,13,9,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,100,1462209.4,497.851812689278,2,15,2,0,0,284,0,2,"1902600010317","19","26","0317","Urbana","Nuevo León","Guadalupe",13,7,1545,10.15,2001,2030,3120,4084,3212,463,902,704,2692,688,1173,4082,1327,1173,1256,1102,3.48,830,0.56765873015873,0,1.05980626400696
352,1,"C","Base",105,10,8,"Parada Técnica","UT_GAS_URBANA","TRAIN",480000,95.2,1135441.18619048,237.563200982497,1,0,1,0,0,67,2,0,"1900600011435","19","6","1435","Urbana","Nuevo León","Apodaca",9,5,2291,12.12,2438,2475,4017,4612,3210,697,169,1143,3364,105,1282,4612,1501,1282,1478,1259,3.6,1131,6.45352564102564,0,0
351,1,"C","Base",93,10,7,"Oficinistas","UT_GAS_URBANA","TRAIN",480000,95.2,879341.012857143,219.340791163677,1,5,0,0,0,207,4,1,"190260001029A","19","26","029A","Urbana","Nuevo León","Guadalupe",16,9,1017,12.21,866,873,1494,1809,1513,213,461,250,1222,335,630,1801,750,632,704,586,2.86,474,2.69951382930915,1.6180820844353,0.662272389310863
